geocode,Forecast_Year,Pred_R0,Pred_Peak_Week,Pred_Total_Cases_Log,Pred_Total_Cases,Pred_Alpha,Pred_Beta
1100015,2026,1.554146,15.938324,6.1574645,471,0.36046967,0.46844804
1100023,2026,1.4632217,16.700296,6.3868318,592,0.3217448,0.4494388
1100031,2026,1.8096876,16.420889,4.6274223,101,0.45046636,0.5490756
1100049,2026,1.5436935,16.641104,6.299246,543,0.35923707,0.46682298
1100056,2026,1.8764929,15.358306,6.013237,407,0.46693724,0.5544466
1100064,2026,1.555611,15.143443,5.4412208,229,0.38521037,0.46334636
1100072,2026,2.0461311,16.915005,4.485922,87,0.5223166,0.6063297
1100080,2026,2.110422,13.342207,5.3269644,204,0.534648,0.64167315
1100098,2026,1.6857346,15.998053,6.052297,424,0.39935476,0.51875436
1100106,2026,1.498397,17.173185,5.611681,272,0.34134534,0.45769382
1100114,2026,1.5457038,16.155138,5.72725,306,0.35504296,0.47237158
1100122,2026,1.6765271,15.255929,6.416641,610,0.39268938,0.5004615
1100130,2026,1.4517021,15.886175,5.8651304,351,0.31835762,0.44472983
1100148,2026,1.5942045,17.408148,5.9941955,400,0.3805919,0.48167175
1100155,2026,1.529602,15.287756,4.861771,128,0.35026163,0.4596518
1100189,2026,1.5062407,16.081577,5.842454,343,0.34324756,0.45661032
1100205,2026,1.4327004,16.964994,7.394475,1625,0.30721778,0.43729588
1100254,2026,1.6124543,17.724499,5.8043876,330,0.38183492,0.49550653
1100262,2026,1.897727,14.255099,4.4431753,84,0.47561035,0.56825554
1100288,2026,1.7319684,14.232064,6.137388,461,0.42565036,0.5202175
1100296,2026,2.1063604,11.779086,5.5042267,244,0.5291438,0.6796373
1100304,2026,1.4379559,18.200153,7.1111546,1224,0.3118817,0.43133116
1100320,2026,1.9217046,12.656638,5.203896,180,0.4799123,0.5777343
1100338,2026,1.6140897,18.486475,5.30963,201,0.3855226,0.4890335
1100346,2026,1.6093866,13.264797,5.6195674,274,0.37294576,0.4815011
1100379,2026,1.5672948,14.5264,5.340038,207,0.33802113,0.4714375
1100403,2026,1.4828308,16.90285,4.8048916,121,0.33205417,0.45587718
1100452,2026,1.4370328,16.40039,6.0769415,434,0.30743137,0.44174364
1100502,2026,2.1482902,12.126136,4.989749,145,0.5322199,0.63933295
1100601,2026,1.6637454,18.216213,5.825651,337,0.40316728,0.4967787
1100700,2026,1.5130934,13.64267,4.922717,136,0.3202134,0.4478981
1100809,2026,1.4648362,17.709618,5.178815,176,0.3197914,0.4490409
1100908,2026,1.803391,13.474119,4.6406755,102,0.42947337,0.52042973
1100924,2026,1.6029983,18.584757,5.2541556,190,0.3798953,0.47714394
1100940,2026,1.706794,17.875128,5.8066874,331,0.40598452,0.49987638
1101005,2026,1.6159936,34.99959,4.4089117,81,0.38125703,0.48471537
1101104,2026,1.3899537,19.989513,4.8831253,131,0.29107812,0.42502102
1101203,2026,1.7693022,10.56405,4.297189,72,0.4348572,0.5307077
1101302,2026,1.7146273,17.10032,5.0162473,149,0.42191404,0.5313263
1101401,2026,1.6876211,13.805306,5.1860476,177,0.40446153,0.5254502
1101435,2026,1.4876888,10.477327,4.4496408,84,0.32791096,0.4463591
1101450,2026,1.6690454,14.486737,4.50201,89,0.4085016,0.5042407
1101468,2026,1.8133568,15.871446,4.2780533,71,0.43885565,0.53551674
1101476,2026,2.083716,4.9996166,5.002879,147,0.5201115,0.65742403
1101484,2026,1.531872,18.211647,4.8879995,131,0.34294546,0.46601146
1101492,2026,1.652235,15.961083,5.68155,292,0.40003747,0.49876943
1101500,2026,2.0474563,15.108459,5.0875783,160,0.5165464,0.6190058
1101559,2026,1.8273497,18.61528,4.500745,89,0.45714086,0.543152
1101609,2026,1.936587,13.156662,4.386501,79,0.48366243,0.5956055
1101708,2026,1.8421837,10.8554,4.995759,146,0.46198484,0.5397877
1101757,2026,1.7451074,14.090576,4.5561595,94,0.4222666,0.53290707
1101807,2026,1.5742272,18.55825,4.434318,83,0.36859748,0.4728918
1200013,2026,1.7327373,12.46053,5.427878,226,0.43044856,0.51559377
1200054,2026,1.5277373,13.166663,6.104232,446,0.37629166,0.4656353
1200104,2026,1.4642148,14.760094,6.6413584,765,0.32422143,0.43672225
1200138,2026,2.177352,13.637735,5.2746162,194,0.5402313,0.6618219
1200179,2026,1.8022273,10.400944,4.9363694,138,0.44799072,0.5411401
1200203,2026,1.3869692,16.840546,8.797167,6614,0.28197014,0.41515076
1200252,2026,1.6284792,10.668932,4.701012,109,0.3851851,0.47473577
1200302,2026,1.748589,13.175001,6.182453,483,0.42873174,0.5244629
1200336,2026,1.4976932,14.349758,6.2910233,538,0.33564356,0.4483836
1200344,2026,1.2890831,14.836094,5.2337837,186,0.16275178,0.3872423
1200351,2026,1.802892,12.294038,6.1490874,467,0.45346072,0.5378208
1200385,2026,1.7408831,13.40563,6.069456,431,0.42043617,0.5123659
1200393,2026,1.5312936,16.732399,5.5936637,267,0.34665823,0.4632784
1200401,2026,1.4696873,15.599944,9.05596,8568,0.32397702,0.43813092
1200427,2026,1.3868982,15.687504,6.1771727,480,0.28624105,0.41942385
1200450,2026,1.6616501,12.540382,6.087214,439,0.4115447,0.49840385
1200500,2026,1.4903209,14.237663,6.464582,640,0.33676022,0.45193273
1200609,2026,1.5769584,13.65071,7.1710424,1300,0.35201713,0.47030592
1200708,2026,1.6037459,12.488967,5.854171,347,0.3874572,0.47864377
1200807,2026,2.4191084,8.154662,5.6629233,286,0.5832242,0.7169903
1300029,2026,1.5097146,20.616236,6.018013,409,0.3424802,0.44723788
1300102,2026,2.0728767,17.678263,4.452105,84,0.5176038,0.62372196
1300201,2026,2.1278467,9.07108,5.885251,358,0.52841717,0.62214375
1300409,2026,1.4428055,21.679535,5.078822,159,0.31715506,0.4354507
1300607,2026,1.8204591,13.751977,6.6428294,766,0.4484441,0.5339736
1300631,2026,2.1451426,17.227123,5.3396263,207,0.5338512,0.6434366
1300706,2026,1.9763452,13.079035,5.542849,254,0.48170504,0.57585144
1300805,2026,1.3973569,19.92467,5.599256,269,0.29155916,0.42198813
1300904,2026,4.271293,14.135596,5.0825243,160,0.7658595,1.3053218
1301001,2026,1.9628536,11.827631,6.535656,688,0.49779487,0.58394146
1301100,2026,2.1093569,14.075208,6.0118923,407,0.5301794,0.6321348
1301209,2026,1.690498,16.262936,6.3842382,591,0.41370562,0.508174
1301308,2026,2.4454029,15.559817,5.641803,280,0.59667194,0.7442499
1301407,2026,1.6351833,17.09443,6.351551,572,0.39229247,0.495992
1301506,2026,1.5520196,17.327465,6.243543,513,0.35748956,0.46524978
1301654,2026,1.3595922,21.692516,6.3789687,588,0.26750493,0.41372642
1301704,2026,1.5570389,15.91185,6.5324693,686,0.36073226,0.46687028
1301803,2026,1.4923365,18.144684,6.432055,620,0.33553186,0.46618646
1301852,2026,1.6157821,18.38749,6.0250125,412,0.38648638,0.49269974
1301902,2026,1.6924722,17.597113,5.9539137,384,0.41660985,0.50718343
1302108,2026,1.5748943,13.957934,5.783905,324,0.36500603,0.46672773
1302306,2026,1.4505647,21.072716,6.752245,854,0.31814414,0.43646908
1302405,2026,1.6263254,14.86905,6.0023184,403,0.38449928,0.49252546
1302504,2026,1.5973058,15.529987,6.432413,620,0.37839758,0.48400378
1302603,2026,1.3750688,20.854725,8.952754,7728,0.28231847,0.41216052
1302702,2026,1.9004147,13.232021,5.540475,253,0.47829318,0.57468796
1302801,2026,1.4670722,22.77434,5.378579,215,0.32235357,0.44094527
1302900,2026,1.9447196,14.133943,5.495789,242,0.48598453,0.5797841
1303106,2026,1.7887398,17.877491,5.385961,217,0.4430878,0.5253919
1303205,2026,1.6092284,17.119392,4.9154406,135,0.3750241,0.48721853
1303304,2026,1.9808986,14.685455,5.8031707,330,0.50884324,0.599126
1303403,2026,1.5233574,18.612022,5.5144486,247,0.3444718,0.46139634
1303536,2026,1.7824198,21.36796,5.3091087,201,0.43276268,0.53899646
1303569,2026,2.826537,11.472953,4.956344,141,0.6506989,0.8412601
1303700,2026,1.789264,12.757275,5.8909,360,0.43359154,0.53499126
1303809,2026,1.3991638,19.286543,5.9968567,401,0.29755935,0.42499727
1303908,2026,1.6810172,17.285727,6.1804934,482,0.41705245,0.49490732
1304062,2026,1.4392155,19.32474,6.7241783,831,0.30910194,0.43594292
1304104,2026,1.5760239,15.482761,5.853373,347,0.36370325,0.48580003
1304203,2026,1.3555712,21.33444,7.180382,1312,0.27919826,0.41264495
1304237,2026,2.2248394,12.562711,6.9852595,1079,0.5540638,0.659592
1304302,2026,4.307285,22.712278,4.1358905,61,0.7678109,1.3019633
1304401,2026,2.228557,21.992052,3.8990202,48,0.5512953,0.7281982
1400027,2026,1.2596371,28.316324,4.0755434,57,0.20627965,0.3784646
1400050,2026,1.366194,28.375853,4.795354,119,0.26646402,0.41295052
1400100,2026,1.2825598,26.52488,7.5442114,1888,0.2269415,0.3893813
1400159,2026,1.4706979,30.348192,5.174328,175,0.3326062,0.45146176
1400175,2026,1.3717648,22.83231,5.1212273,166,0.27760145,0.42081904
1400209,2026,1.4696283,22.137934,5.3448095,208,0.32120758,0.44292566
1400233,2026,1.771645,21.861174,5.2437534,188,0.4407126,0.53897476
1400282,2026,1.5169771,25.151632,4.8637257,128,0.33751398,0.4686106
1400308,2026,1.4092592,25.87071,5.2964,198,0.2963351,0.4400717
1400407,2026,1.5579079,17.830545,4.630516,101,0.36281255,0.46276194
1400456,2026,1.4288888,25.121195,4.6127787,99,0.30190486,0.42445248
1400472,2026,1.3209527,28.32156,6.101852,445,0.248959,0.40901762
1400506,2026,1.3734664,24.359734,5.0126033,149,0.2767739,0.41438642
1400605,2026,1.4254773,23.520487,4.981334,144,0.30013913,0.42742133
1400704,2026,1.7268338,34.999535,4.3352833,75,0.42096117,0.52956164
1500107,2026,1.4118314,17.100065,6.0634966,428,0.29685208,0.4318464
1500206,2026,1.4891326,22.896687,4.568829,95,0.3370451,0.4532079
1500305,2026,2.0560532,17.961517,6.0580606,426,0.5211938,0.61758715
1500347,2026,1.5488805,17.742538,4.909441,134,0.36131623,0.46858793
1500404,2026,1.9330027,18.85656,5.961906,387,0.4896521,0.5771492
1500503,2026,2.6899667,18.687159,5.26901,193,0.6294674,0.81308883
1500602,2026,1.5044874,18.368134,6.79814,895,0.33983588,0.45527357
1500701,2026,2.5238252,17.057522,4.9117355,134,0.6025016,0.727589
1500800,2026,1.4295415,18.685066,6.6152387,745,0.30430317,0.4389163
1500859,2026,2.0095706,15.3876915,5.810685,332,0.51331854,0.59453213
1500909,2026,1.7641232,21.766964,4.8712025,129,0.4380852,0.53948855
1500958,2026,1.6996323,17.715265,4.6436305,102,0.39873144,0.5018279
1501105,2026,1.8300505,30.582047,4.280463,71,0.4591329,0.5784289
1501204,2026,1.47002,29.291721,5.4590025,233,0.3267472,0.439344
1501253,2026,1.5577658,14.200877,4.380796,78,0.36029735,0.46121156
1501303,2026,1.3783484,20.65566,5.6203203,274,0.2795597,0.42047572
1501402,2026,1.3748779,20.331278,7.8762116,2632,0.27786425,0.41470525
1501451,2026,1.7462951,18.107504,5.7114196,301,0.423298,0.5312821
1501501,2026,1.4969491,16.562626,5.6230183,275,0.3359423,0.44955778
1501709,2026,1.401002,24.414364,5.6873856,294,0.2916274,0.42018697
1501725,2026,1.8379072,17.8533,5.212256,182,0.46265364,0.5477544
1501782,2026,1.775907,18.012192,5.8909616,360,0.43977842,0.5346916
1501808,2026,1.6320101,21.762102,5.816218,334,0.38005322,0.48332137
1501956,2026,1.8665999,13.977185,4.3102036,73,0.45791334,0.5505481
1502103,2026,1.4235802,20.136513,5.831178,339,0.3043928,0.43248492
1502152,2026,1.6477042,17.371017,5.8789167,356,0.3992224,0.5045401
1502202,2026,1.515606,18.492537,4.9374084,138,0.34148648,0.46744204
1502301,2026,1.3415391,23.716766,5.055793,155,0.25713485,0.4138087
1502400,2026,1.369395,23.083426,6.263505,524,0.28028348,0.42439267
1502608,2026,1.4567978,25.70644,6.077109,434,0.313661,0.43697074
1502707,2026,1.7071425,14.109509,6.0902576,440,0.41989538,0.516424
1502756,2026,1.6587322,17.640114,4.955966,141,0.4012861,0.49432445
1502764,2026,1.8268448,16.45396,4.9002557,133,0.46114513,0.54837835
1502772,2026,2.1413605,18.242075,4.353363,76,0.53653663,0.64541346
1502806,2026,2.3981862,19.485825,5.575662,262,0.57872534,0.70057833
1502855,2026,2.3250756,19.07809,5.524817,249,0.5699174,0.69802356
1502905,2026,1.8375216,24.330538,5.3894844,218,0.45189714,0.54166794
1502939,2026,1.814269,21.077253,5.6815515,292,0.45018497,0.5624039
1502954,2026,1.617681,16.698307,5.026785,151,0.386718,0.49111795
1503044,2026,1.7144914,15.473144,5.020521,150,0.42104343,0.51539326
1503093,2026,1.782018,19.098856,5.1972275,179,0.4179402,0.5297927
1503200,2026,1.5121677,19.814592,5.0984826,162,0.34216735,0.45321557
1503309,2026,1.5905923,17.654818,5.1623263,173,0.36421788,0.48306412
1503408,2026,2.0649672,14.267889,4.9087734,134,0.5172492,0.6234814
1503457,2026,1.6306059,16.541786,4.877315,130,0.38825816,0.510733
1503507,2026,1.5955955,20.924404,4.392513,79,0.37581414,0.47923785
1503606,2026,1.4807473,18.010914,6.1574035,471,0.32422584,0.45019943
1503705,2026,1.6807512,16.6764,5.251524,189,0.398135,0.50468314
1503804,2026,1.7778646,18.390093,5.1012645,163,0.43919137,0.538246
1503903,2026,2.1928298,11.664425,5.268915,193,0.54692537,0.6521118
1504059,2026,2.1097891,15.539174,4.8016796,120,0.527944,0.6138612
1504208,2026,1.5120775,18.511528,6.897189,988,0.3393788,0.45350802
1504406,2026,1.3659583,30.459267,4.8109837,121,0.27285832,0.40821895
1504422,2026,1.3849396,18.117271,6.418955,612,0.2794368,0.42084226
1504455,2026,1.5546273,17.967361,5.3141565,202,0.3486908,0.47157675
1504604,2026,1.3982383,33.800552,4.5492887,93,0.2849239,0.41940764
1504703,2026,1.5542729,12.357853,5.0011888,147,0.36119238,0.46683684
1504752,2026,1.9087292,17.783928,5.307454,200,0.4813896,0.60047233
1504802,2026,1.788122,16.36695,6.293323,539,0.4459803,0.53267485
1504950,2026,1.8011062,15.316724,5.004702,148,0.4485354,0.5202703
1504976,2026,1.5339417,20.54981,4.6075826,99,0.34086636,0.4616838
1505007,2026,1.3346541,34.999603,4.4390187,83,0.25087178,0.44020236
1505031,2026,1.5317659,14.854246,5.487509,240,0.34790444,0.46177652
1505064,2026,1.9136263,15.30627,5.2835298,196,0.48284882,0.574384
1505106,2026,1.631564,20.771257,5.1365523,169,0.3924004,0.4924329
1505205,2026,1.7620881,24.877804,5.731675,307,0.4379829,0.52896947
1505304,2026,1.5920899,17.255993,5.7632804,317,0.37422237,0.47079954
1505437,2026,1.6502825,19.304794,5.0024023,147,0.4022864,0.49520624
1505486,2026,1.7240615,16.702923,5.6636004,287,0.41826528,0.51514834
1505494,2026,2.1759787,16.593979,4.4604945,85,0.54189134,0.65221053
1505502,2026,1.9280906,17.74125,5.4342155,228,0.47381574,0.5711558
1505536,2026,1.4667051,17.88028,7.377867,1599,0.32416153,0.4416987
1505551,2026,1.5951382,20.504908,5.1602182,173,0.3765529,0.4747046
1505601,2026,2.902222,17.473354,5.6314917,278,0.65542716,0.8705105
1505650,2026,1.645641,21.072327,4.9585657,141,0.3892034,0.49898696
1505700,2026,1.5240442,17.97711,5.1739945,175,0.34728414,0.46864325
1505809,2026,1.5890714,16.742693,5.1979747,179,0.3775841,0.47458166
1506005,2026,1.7765778,17.182777,5.891013,360,0.4475899,0.52895355
1506138,2026,1.5721744,16.893559,5.964107,388,0.37036997,0.47359166
1506161,2026,1.8821955,13.381251,5.2858157,196,0.46046713,0.554047
1506187,2026,1.7122902,17.270136,5.114882,165,0.42458498,0.5204379
1506195,2026,1.5076747,18.087032,5.566681,260,0.3404645,0.4491062
1506203,2026,1.4376669,24.018362,5.332551,205,0.31231183,0.43810576
1506302,2026,1.563405,19.606241,5.2255054,184,0.36297375,0.46933353
1506351,2026,1.6344101,16.34549,4.9718204,143,0.39243448,0.49333912
1506500,2026,1.4645116,18.037258,5.376401,215,0.32305363,0.44211888
1506559,2026,2.0180416,16.042032,4.717583,110,0.48569268,0.58360857
1506583,2026,2.4591956,13.225048,4.794938,119,0.5989801,0.75933546
1506609,2026,2.067394,19.27548,4.319326,74,0.51632345,0.62898844
1506708,2026,1.7314576,14.995511,6.1054688,447,0.42689884,0.5249583
1506807,2026,1.4126132,19.928307,6.841819,935,0.29541317,0.43054852
1506906,2026,1.4143798,20.99588,5.817922,335,0.29308665,0.42424434
1507102,2026,1.5575869,24.025404,5.191211,178,0.36127204,0.46783185
1507151,2026,1.7276131,17.981707,5.249865,189,0.40795678,0.5185028
1507201,2026,1.5611672,14.096786,5.14562,170,0.3638777,0.47273868
1507300,2026,1.5887576,16.389935,5.4480104,231,0.37363994,0.47994447
1507409,2026,2.2077518,17.179987,4.9991264,147,0.5470659,0.7254005
1507458,2026,1.6699135,16.78687,5.156535,172,0.4051093,0.49700773
1507466,2026,1.5747795,18.677786,4.06283,57,0.34129506,0.4570107
1507474,2026,1.524796,17.535938,4.3311744,75,0.34815124,0.46469694
1507508,2026,1.365588,18.22634,5.116196,165,0.27359152,0.4233918
1507607,2026,2.0988672,17.725368,4.7699337,116,0.5209703,0.62492037
1507755,2026,2.374101,5.3252087,4.5987234,98,0.5501599,0.66633785
1507805,2026,1.4273665,21.824879,5.605626,270,0.2993152,0.43548992
1507904,2026,1.47171,25.151585,5.5403075,253,0.32714,0.45479825
1507953,2026,1.5460446,16.798117,5.4079623,222,0.35300878,0.46311653
1507961,2026,2.0476742,19.886103,4.6324697,101,0.51166666,0.61451274
1507979,2026,2.7352257,15.527383,4.1187596,60,0.63439626,0.82042664
1508001,2026,1.5342228,20.928055,5.3341784,206,0.34372863,0.4592567
1508035,2026,1.747992,18.645582,4.473512,86,0.43163833,0.54045016
1508050,2026,1.6073713,22.7498,5.3521667,210,0.37396464,0.47991234
1508084,2026,1.6133581,16.430815,5.6013956,269,0.39043427,0.48395774
1508100,2026,1.6373291,17.612524,5.921437,371,0.393511,0.4999762
1508126,2026,1.3271254,19.663336,5.597835,268,0.25230306,0.40747622
1508159,2026,1.6275473,20.080734,5.5854616,265,0.3803004,0.48439422
1508209,2026,1.875424,23.44014,5.289674,197,0.4692556,0.5876137
1508308,2026,1.8873981,23.312813,4.85833,127,0.474655,0.56436616
1508357,2026,1.5237856,18.063416,5.444778,230,0.34575588,0.46804416
1508407,2026,1.8753958,15.337448,5.923286,372,0.48395273,0.5596838
1600055,2026,1.4155786,17.335344,4.838571,125,0.29353988,0.42938927
1600154,2026,1.402294,19.942968,4.800448,120,0.30982965,0.42689204
1600204,2026,1.4496102,13.346486,5.9532366,383,0.30804053,0.4311345
1600238,2026,1.7486997,17.09373,4.8085384,121,0.4311665,0.524282
1600279,2026,1.8978481,20.310535,6.2825894,534,0.48157042,0.576357
1600303,2026,1.3139218,25.658867,7.651808,2103,0.24397315,0.40442058
1600402,2026,1.8908838,14.064573,5.6534915,284,0.47950548,0.5577339
1600501,2026,1.4598055,20.066973,6.2247243,504,0.30900437,0.44094586
1600535,2026,1.8206491,18.52083,5.3818884,216,0.45408726,0.56100667
1600600,2026,1.3288702,24.592176,6.2171116,500,0.25543466,0.41167018
1600709,2026,2.0572536,15.778065,6.311046,549,0.51529366,0.6288997
1700251,2026,1.5099576,24.839933,4.826161,123,0.33781862,0.4962913
1700301,2026,1.6009531,23.029026,4.9586697,141,0.37461415,0.4764138
1700350,2026,2.4222062,16.214914,5.190686,178,0.57952124,0.69561154
1700707,2026,1.8672676,15.473557,5.2213283,184,0.46984947,0.5896814
1701002,2026,1.404599,21.654957,4.5874133,97,0.29297143,0.43862614
1701101,2026,1.5643003,21.290537,4.711662,110,0.3556904,0.48132432
1701309,2026,1.7193173,13.873959,4.0884686,58,0.4215391,0.51477295
1701903,2026,1.7415885,16.86306,4.9748983,143,0.42586628,0.52407044
1702000,2026,1.6067655,17.44201,5.4626594,234,0.38032693,0.48681504
1702109,2026,1.4232082,20.471018,7.94222,2812,0.30355382,0.4258406
1702158,2026,1.5664018,16.868332,4.1015773,59,0.36766532,0.48599637
1702208,2026,1.6922106,16.730696,5.2529716,190,0.41363856,0.5117237
1702307,2026,1.4174638,14.177891,4.349554,76,0.2977947,0.43948773
1702406,2026,1.6115328,22.350086,5.457165,233,0.38311008,0.484766
1702554,2026,1.6647973,17.773922,4.9984307,147,0.40386823,0.51731586
1702703,2026,2.3916142,18.671558,4.37121,78,0.5833667,0.7181303
1703008,2026,1.9740626,24.333466,4.8109336,121,0.4959124,0.59483147
1703057,2026,2.3016515,13.758964,4.175505,64,0.56554073,0.69440997
1703107,2026,1.9062123,15.702356,4.9762406,143,0.48261493,0.5675777
1703206,2026,3.3686373,12.33411,4.11331,60,0.70312953,1.0152885
1703602,2026,1.748441,10.45113,3.972789,52,0.42811602,0.52691555
1703701,2026,2.0769942,9.353089,5.5498366,256,0.5242505,0.6617836
1703800,2026,1.9102966,13.98531,4.376841,78,0.48331264,0.5743202
1703826,2026,1.7644203,22.54534,4.7359824,112,0.4332939,0.57343113
1703842,2026,1.4952472,16.874372,4.218901,66,0.33130458,0.49323803
1703867,2026,1.9871365,21.397985,4.9035883,133,0.5002743,0.60389686
1703883,2026,2.6392617,21.989014,4.408885,81,0.6211046,0.7940032
1705102,2026,1.6367807,17.681177,4.476813,86,0.38911313,0.49096617
1705508,2026,1.5146948,17.415083,6.678664,794,0.34336603,0.4613898
1705557,2026,1.6735555,23.371435,4.6779523,106,0.40613365,0.50228906
1705607,2026,1.9214331,17.537657,4.207667,66,0.4864079,0.5818658
1706100,2026,2.5528681,11.548562,4.537561,92,0.6135397,0.77711725
1707009,2026,1.5371752,20.655418,6.3696055,582,0.35593894,0.47099754
1707108,2026,1.6607645,16.664633,5.451769,232,0.3975505,0.50579625
1707207,2026,2.3655596,12.872264,4.7816296,118,0.58175176,0.7323309
1707306,2026,1.9550979,7.415109,5.1257677,167,0.4923515,0.5920872
1707652,2026,1.726675,21.63805,4.0744543,57,0.42277038,0.5299181
1707702,2026,1.8048085,19.008991,4.2507925,69,0.44597188,0.5433218
1708205,2026,1.5987937,18.833614,5.7440777,311,0.38087654,0.4967608
1708254,2026,1.6414046,12.935973,4.3755774,78,0.3908336,0.4923411
1709005,2026,1.7813323,20.149448,4.604999,98,0.4445851,0.5326333
1709302,2026,1.5011134,18.10029,5.9156246,369,0.3354409,0.45710045
1709500,2026,1.5828468,18.363123,6.7330675,838,0.3719339,0.4756955
1710508,2026,1.7047573,13.405221,4.6579084,104,0.41893682,0.5227127
1710706,2026,1.6315593,26.242853,4.4182806,81,0.38715857,0.5082398
1711100,2026,1.6502818,22.047464,5.863511,350,0.3941095,0.52224404
1711506,2026,1.7550398,11.130937,4.805234,121,0.435734,0.5482557
1711902,2026,2.0093164,15.418584,5.4856215,240,0.5060994,0.60004604
1712009,2026,2.9655457,15.127108,4.4317007,83,0.6627852,0.8901223
1713205,2026,1.5299758,17.568699,6.48796,656,0.35141107,0.45966905
1713304,2026,1.693793,16.32265,5.3980074,219,0.41386366,0.51332533
1713601,2026,2.3864634,12.832774,5.2150545,183,0.5809777,0.7186513
1713809,2026,1.9508849,19.102736,4.4578266,85,0.48744622,0.58526576
1713957,2026,1.6198767,18.57962,5.494926,242,0.38274014,0.48603788
1714203,2026,1.7499453,18.366903,5.221974,184,0.4363713,0.5300858
1714302,2026,4.332919,11.863174,4.7311535,112,0.76918775,1.299659
1714880,2026,1.7019705,19.226044,4.773198,117,0.41787755,0.5263704
1715101,2026,2.025807,27.408752,4.020188,54,0.5063979,0.60855174
1715150,2026,1.9221522,8.202772,5.108466,164,0.47978583,0.5765435
1715259,2026,2.2510192,19.995338,4.5973825,98,0.5192032,0.6288069
1715507,2026,1.9451655,7.7512903,4.633904,101,0.48593953,0.5834505
1715754,2026,1.7250669,19.561083,5.5084453,245,0.42798513,0.54282176
1716109,2026,1.4396931,17.8861,6.963316,1056,0.31426802,0.4349916
1716208,2026,1.8134599,21.253935,4.7003756,108,0.45567486,0.56362236
1716505,2026,1.8687754,16.39498,5.0425615,153,0.472361,0.5687057
1716604,2026,1.6463035,17.193409,5.264499,192,0.39876953,0.50953007
1716703,2026,2.1446054,14.399422,4.8949986,132,0.5337343,0.6793191
1717008,2026,2.5167131,4.9996157,4.2536626,69,0.60265875,0.7650938
1717206,2026,2.0217323,18.491524,3.9792347,52,0.5054032,0.61499137
1717503,2026,1.9756062,14.896559,4.7657547,116,0.5010935,0.59686035
1717800,2026,1.9305594,19.694284,4.4364705,83,0.48205099,0.6221301
1717909,2026,1.7035224,16.093967,4.8605704,128,0.4205707,0.5050687
1718204,2026,1.4655367,18.494694,6.907559,998,0.3243904,0.44033
1718303,2026,3.2671385,10.381395,3.9286504,49,0.6939092,0.9843543
1718402,2026,2.0650332,7.2405243,4.191333,65,0.5213835,0.63160914
1718451,2026,2.2792418,16.235823,4.825483,123,0.5612707,0.7068147
1718550,2026,3.1087928,7.7208576,4.2469525,68,0.67845446,0.93293893
1718659,2026,1.9826214,26.441717,4.831134,124,0.49564686,0.5947469
1718709,2026,1.4516027,16.877403,5.0025444,147,0.30975735,0.43107876
1718758,2026,1.8861047,18.330662,4.047147,56,0.46984652,0.56724805
1718840,2026,2.133605,14.017891,4.418057,81,0.5354682,0.6420358
1718865,2026,1.3345798,17.409403,4.5618906,94,0.25461048,0.40628728
1718881,2026,1.8269813,16.735382,4.175923,64,0.45836657,0.5509939
1718907,2026,1.6337173,16.836988,4.8254895,123,0.38796788,0.49074304
1719004,2026,1.7330052,9.796302,4.4943933,88,0.42302346,0.5489409
1720101,2026,2.257677,17.374311,4.0170903,54,0.5632824,0.69463944
1720259,2026,1.8535398,17.99438,4.583425,96,0.4605347,0.5647786
1720499,2026,2.0191662,13.361291,5.058009,156,0.5064549,0.6047533
1720655,2026,1.9069568,16.16629,5.311718,201,0.4744487,0.5779551
1720804,2026,1.6925079,19.474161,4.8907485,132,0.41189983,0.5214041
1720853,2026,2.115289,18.0805,4.314025,73,0.52727383,0.64344156
1720903,2026,1.6079637,19.257984,5.2302666,185,0.37959597,0.48301846
1720937,2026,2.8731327,19.884394,4.5445995,93,0.65170294,0.86093724
1720978,2026,2.0748305,15.331794,4.484539,87,0.5162351,0.6189319
1721000,2026,1.4146795,19.77809,9.135519,9278,0.2982702,0.42267826
1721109,2026,1.6553655,15.752996,5.305196,200,0.4026015,0.49658534
1721208,2026,1.552568,18.328579,5.7338095,308,0.36060244,0.46819726
1722081,2026,2.0706794,15.981582,5.124428,167,0.5170915,0.621099
1722107,2026,1.67573,15.694109,4.3560004,76,0.40603387,0.5163659
2100055,2026,1.9315166,16.999487,5.590509,266,0.47895086,0.57527554
2100303,2026,2.1336427,15.533585,4.0536876,56,0.5313393,0.66154593
2100436,2026,4.3300295,16.882765,4.0188627,54,0.769035,1.2999313
2100477,2026,3.1058395,9.243862,4.0915074,58,0.6780154,0.9356346
2100501,2026,2.1156316,16.03735,4.8302517,124,0.5318034,0.65176994
2100600,2026,2.1643558,19.24152,4.4636226,85,0.5383567,0.64802706
2100808,2026,2.9009116,20.714,4.2168403,66,0.6596732,0.86225826
2100832,2026,3.2836976,8.575438,4.4853835,87,0.6954523,0.9853335
2100873,2026,2.185201,26.321192,4.583496,96,0.54239386,0.65564805
2100907,2026,1.6809481,23.071617,4.0103836,54,0.40515897,0.5154579
2100956,2026,2.3662276,21.43804,4.3241124,74,0.5773951,0.72067124
2101202,2026,2.3943288,17.759556,5.1315637,168,0.5883526,0.72355413
2101251,2026,1.9628148,18.4928,4.585576,97,0.49056038,0.588747
