geocode,Forecast_Year,Pred_R0,Pred_Peak_Week,Pred_Total_Cases_Log,Pred_Total_Cases,Pred_Alpha,Pred_Beta
2512606,2026,1.8854653,31.202785,5.3616176,212,0.46966687,0.5975696
2512705,2026,2.1582942,19.555105,5.1069803,164,0.5366586,0.64446086
2512747,2026,2.479518,19.898932,4.4329653,83,0.5966977,0.7490398
2512804,2026,3.9342513,15.40895,6.515832,674,0.74580455,1.2033565
2512903,2026,1.9413728,24.63268,4.2243977,67,0.49267456,0.58700216
2513158,2026,2.278885,16.071026,5.2851095,196,0.5631878,0.67592883
2513208,2026,1.7885411,17.748981,4.447795,84,0.39138553,0.52061486
2513307,2026,1.4149511,23.315819,3.9209864,49,0.29336914,0.4281529
2513406,2026,1.7359571,21.735456,5.6649547,287,0.41716817,0.514013
2513604,2026,2.199798,22.334078,4.8685393,129,0.54543,0.66457593
2513653,2026,1.8039668,15.928036,4.1557803,62,0.44688523,0.5408809
2513703,2026,1.5063493,24.58033,6.013304,407,0.33602637,0.45293134
2513802,2026,2.4178448,23.57962,4.617909,100,0.58641547,0.72522986
2513851,2026,1.5916344,21.388096,5.1013374,163,0.37179083,0.4774595
2513901,2026,2.0415916,19.780272,7.2232747,1369,0.48921245,0.5976532
2513968,2026,3.341355,28.836609,4.828688,124,0.7007065,1.0023088
2513984,2026,1.8084006,19.663033,4.912405,134,0.42488182,0.5607515
2514008,2026,1.8367978,20.36127,4.7812223,118,0.45957395,0.5653314
2514404,2026,1.698611,23.819798,4.9918904,146,0.4156046,0.5171864
2514453,2026,2.6755877,26.615004,4.3140903,73,0.6198789,0.7714769
2514503,2026,1.6440575,28.407143,5.175531,175,0.39495656,0.49779555
2514552,2026,2.5667036,26.416601,4.2914443,72,0.61039543,0.7698718
2514651,2026,3.3826149,17.427483,5.182424,177,0.7043564,1.0382285
2514701,2026,1.890197,16.204498,4.715279,110,0.47172534,0.5820356
2514909,2026,1.9674542,23.750164,4.4983754,88,0.48415875,0.6128671
2515104,2026,1.6436477,33.177155,4.710248,110,0.39166647,0.54164964
2515203,2026,4.2325954,9.315463,4.6637573,105,0.763715,1.3088783
2515302,2026,1.4360986,26.968904,5.3099914,201,0.3114226,0.4389027
2515401,2026,3.1881945,23.248793,5.409972,222,0.6863282,0.9635403
2515500,2026,2.598319,13.779409,5.666411,287,0.6189987,0.77380985
2515609,2026,3.3159747,10.705875,5.1035643,163,0.6984137,1.0901889
2515708,2026,2.2905476,24.085415,4.6774526,106,0.56742644,0.68946624
2515930,2026,1.8031343,18.22472,4.8613873,128,0.44172677,0.5312142
2516003,2026,2.172935,19.53854,5.0049696,148,0.5412465,0.6558906
2516102,2026,3.0773575,22.187347,5.2198505,183,0.6750332,0.9420502
2516151,2026,1.6628429,22.003677,4.8164864,122,0.3663266,0.49942768
2516201,2026,1.7270575,23.288517,6.3139043,551,0.4162642,0.5208353
2516300,2026,1.5504432,27.722977,4.7268453,111,0.36103722,0.47797674
2516508,2026,1.8261957,22.272526,4.7572308,115,0.4565683,0.5499763
2516607,2026,3.6930976,25.39387,4.499899,89,0.73144925,1.1224496
2516706,2026,1.7445499,18.211107,5.692997,295,0.43917465,0.5308165
2516755,2026,1.4150075,17.1377,5.83267,340,0.29340142,0.4249021
2516805,2026,2.2884967,34.433155,4.5947165,97,0.5671657,0.7018652
2516904,2026,2.1825078,22.792057,4.900997,133,0.53776306,0.6651201
2517001,2026,1.9248257,18.24474,4.3226023,74,0.47112492,0.55905473
2517100,2026,2.3505654,22.152916,4.404139,80,0.58286285,0.7132517
2517407,2026,3.0038693,18.680645,4.4340086,83,0.66708404,0.91545904
2600054,2026,1.7019931,20.337675,6.0922275,441,0.4189203,0.51458997
2600104,2026,1.5380659,22.017725,6.811945,907,0.35242268,0.4689439
2600203,2026,2.072449,23.9235,5.654222,284,0.521743,0.63052475
2600302,2026,3.2246182,17.211319,5.336276,206,0.6923899,0.99474394
2600401,2026,2.0313885,20.697107,5.6959543,296,0.48659152,0.59658957
2600500,2026,2.0834725,20.293049,5.520948,248,0.5074881,0.5995437
2600609,2026,1.7688334,20.144594,5.6629844,287,0.43782163,0.53561294
2600708,2026,1.8552998,16.158009,5.414788,223,0.46203712,0.5583751
2600807,2026,1.6056063,22.58989,5.332913,206,0.37392074,0.47952497
2600906,2026,1.7909948,22.602783,5.433201,227,0.44283724,0.5355701
2601003,2026,2.0920823,18.132055,4.209829,66,0.47704628,0.601768
2601052,2026,1.6790017,21.310432,5.9620733,387,0.4034319,0.4985277
2601102,2026,1.7361256,19.342215,5.912897,368,0.4337077,0.52261126
2601201,2026,1.3493282,21.346104,6.392668,596,0.23006904,0.39924327
2601300,2026,1.7162454,23.653574,5.514978,247,0.42327297,0.5305292
2601409,2026,1.9062665,21.34353,5.86286,350,0.47921184,0.56441355
2601607,2026,2.137907,20.894955,5.5388575,253,0.5333376,0.6358581
2601706,2026,1.431195,19.861557,6.3952246,597,0.3144669,0.4317736
2601805,2026,2.5648243,17.53869,4.4526987,84,0.60534596,0.75049615
2601904,2026,2.0841672,15.405058,6.6132684,743,0.5207518,0.612135
2602001,2026,1.8326728,17.303326,5.037692,153,0.45769733,0.55903095
2602100,2026,1.6970246,17.944258,5.53747,253,0.41096807,0.5130843
2602209,2026,2.1203043,17.730284,5.4989495,243,0.53048575,0.63757855
2602308,2026,1.449015,27.24758,4.984212,145,0.31703225,0.45040184
2602407,2026,2.4349446,24.482445,4.830357,124,0.589752,0.7295863
2602506,2026,1.9796616,20.020937,5.1166935,165,0.5005357,0.59814864
2602605,2026,1.4043528,22.652102,6.5527177,700,0.29147568,0.4373949
2602704,2026,2.2997608,4.999615,5.22752,185,0.5651839,0.69908196
2602803,2026,1.5378265,20.5126,6.36514,580,0.35467952,0.46643147
2602902,2026,1.385276,26.14698,7.7297287,2273,0.28441662,0.4184181
2603009,2026,1.6759715,24.39072,5.4081254,222,0.4046611,0.5039749
2603108,2026,1.7707691,17.17407,4.9961586,146,0.43532535,0.5356977
2603207,2026,1.9916466,17.877365,5.825681,337,0.47673646,0.6175113
2603306,2026,1.9730725,19.3223,4.481038,87,0.49508727,0.5929883
2603405,2026,1.8785279,15.16149,4.3995733,80,0.4677088,0.61981654
2603454,2026,1.5196495,22.658573,6.6995096,811,0.34255287,0.45994005
2603504,2026,2.3280134,20.647867,4.798865,120,0.57467467,0.69801414
2603603,2026,2.0496228,18.253384,4.704681,109,0.49721766,0.5983651
2603702,2026,1.663986,16.38804,5.2271976,185,0.40387842,0.51089436
2603900,2026,1.8375577,19.294598,5.591898,267,0.46374393,0.55985856
2603926,2026,2.522008,17.845198,4.8223643,123,0.6015774,0.7345904
2604007,2026,1.4755425,21.942581,6.6866317,800,0.32318535,0.44567302
2604106,2026,1.4274675,23.911674,7.932042,2784,0.30315903,0.433645
2604155,2026,1.9978454,17.5593,5.194971,179,0.5001744,0.59162503
2604304,2026,1.7365288,23.60175,5.475173,237,0.42210686,0.52553225
2604403,2026,2.0341702,21.425854,5.0155153,149,0.490187,0.5937656
2604502,2026,1.552164,19.642563,5.1997666,180,0.35514173,0.45381713
2604601,2026,1.8522595,18.034779,5.9905086,398,0.4576814,0.54516816
2604700,2026,1.9607807,22.95501,4.2783422,71,0.4951519,0.58622164
2604809,2026,3.1342227,17.594303,4.183934,64,0.68092537,0.9566437
2604908,2026,1.6462141,17.14316,5.812655,333,0.38911477,0.4902156
2605004,2026,1.747325,21.036919,5.3658056,212,0.4336401,0.5344488
2605103,2026,1.4100354,18.45266,5.5505366,256,0.27489373,0.42504972
2605152,2026,1.989657,23.12454,5.7432976,311,0.503532,0.5927869
2605202,2026,1.8343376,21.626602,5.6475725,282,0.46061155,0.5563136
2605301,2026,1.7985083,18.099937,5.987096,397,0.43609366,0.5327003
2605400,2026,1.8083605,21.484035,5.071461,158,0.45644638,0.54462075
2605509,2026,3.356277,10.480142,5.0416927,153,0.7057382,1.0181012
2605608,2026,2.7915998,9.792668,4.5736723,95,0.6417786,0.8918399
2605707,2026,2.2362835,17.886772,5.25902,191,0.56326663,0.6758807
2605806,2026,1.9056793,4.999605,5.341991,207,0.47529,0.6287723
2605905,2026,1.838877,23.392748,5.2522473,189,0.45954028,0.55153394
2606002,2026,1.4488964,25.218401,7.0755944,1181,0.3146596,0.4399583
2606101,2026,1.8311545,14.39206,5.0953293,162,0.4539408,0.56719065
2606200,2026,1.4990402,20.21467,7.037067,1137,0.34310633,0.4501519
2606309,2026,1.725777,22.501333,5.387407,217,0.4249842,0.5479913
2606408,2026,1.4654993,23.98627,7.1442447,1265,0.32463518,0.43871117
2606507,2026,1.6516618,19.770142,5.9849315,396,0.40016106,0.4963043
2606606,2026,1.6951634,12.580507,5.3714476,214,0.39148918,0.4932128
2606804,2026,1.3852648,25.086052,7.4540215,1725,0.28043428,0.41851765
2606903,2026,1.6217101,12.109964,5.161411,173,0.38389874,0.48551422
2607000,2026,1.4863858,28.341068,5.104273,163,0.31970385,0.44143265
2607109,2026,2.1762135,19.28327,4.769436,116,0.5455999,0.6521986
2607208,2026,1.4062266,24.591572,7.4404235,1702,0.2911846,0.4248432
2607307,2026,2.224604,18.02704,4.9792542,144,0.5576942,0.6592663
2607406,2026,2.7768476,14.506136,3.9930043,53,0.6398751,0.8386558
2607505,2026,2.173273,17.980276,5.3451552,208,0.5363806,0.6400457
2607604,2026,1.7814928,20.601053,5.556274,257,0.44399506,0.5552912
2607653,2026,1.8028307,18.450518,6.4544263,634,0.44744727,0.5342368
2607703,2026,1.8594085,20.382418,5.535063,252,0.45984045,0.55971986
2607752,2026,1.7643564,22.061552,4.7665243,116,0.43480006,0.5287926
2607802,2026,1.6762218,15.844934,5.6361175,279,0.39781752,0.505051
2607901,2026,1.3614234,25.431057,8.222321,3722,0.26963905,0.40751344
2607950,2026,1.9092926,22.19631,4.9573326,141,0.47619483,0.5755242
2608008,2026,1.3828663,22.610834,6.1716704,477,0.28867176,0.420758
2608057,2026,1.7331749,28.348349,4.6268163,101,0.4271845,0.5190167
2608107,2026,1.4628867,19.621319,5.9582763,385,0.32142603,0.45018262
2608255,2026,1.6986353,24.027273,4.272908,70,0.41135335,0.5094965
2608305,2026,3.8435247,26.090412,4.036388,55,0.73979825,1.1764592
2608404,2026,2.3007176,18.043808,5.0609508,156,0.5735404,0.6773838
2608453,2026,1.959468,15.917747,6.20306,493,0.49531242,0.585373
2608503,2026,1.5147142,15.96681,5.527396,250,0.34430194,0.4617229
2608602,2026,1.9473934,26.781857,5.1849947,177,0.48753074,0.5871711
2608701,2026,2.0181227,22.90157,4.3713665,78,0.48427758,0.60325694
2608750,2026,2.0372348,22.235855,5.87505,355,0.5114828,0.62424916
2608800,2026,2.1518815,23.230223,6.259411,521,0.53969216,0.66794896
2608909,2026,1.4394737,20.317581,6.88943,980,0.3108381,0.43194076
2609006,2026,1.853739,20.041454,5.7966743,328,0.46620214,0.5601832
2609105,2026,1.6978874,24.163351,5.701464,298,0.41795373,0.5067349
2609154,2026,1.2067696,34.99963,5.3272986,204,0.17150268,0.36197957
2609303,2026,2.4617968,21.083248,5.243826,188,0.6018003,0.738759
2609402,2026,1.6324174,21.801596,6.3066387,547,0.3812268,0.5020374
2609501,2026,1.5360749,18.953735,5.7190104,303,0.35368657,0.46836954
2609600,2026,1.3888793,23.865469,7.261821,1423,0.2828574,0.42479473
2609709,2026,2.0503786,19.547594,5.1662703,174,0.51355773,0.6052451
2609808,2026,2.0010746,24.091192,4.750233,114,0.50372064,0.6124322
2609907,2026,1.6752483,17.414143,6.172751,478,0.4109204,0.5167834
2610004,2026,1.4823524,24.752396,5.8250995,337,0.3298451,0.44979
2610202,2026,2.116376,19.401188,4.770553,116,0.53370684,0.6330174
2610301,2026,2.2149549,20.196323,4.5032096,89,0.55331576,0.67183787
2610400,2026,2.2343261,23.231262,5.540559,253,0.54735774,0.6710491
2610509,2026,1.3495268,20.674229,5.532764,251,0.28812912,0.41781947
2610608,2026,1.5829034,21.7611,6.212984,498,0.37498876,0.4769099
2610707,2026,1.3570994,24.993788,7.4499207,1718,0.26854345,0.4118813
2610806,2026,1.4201955,18.248816,5.6088486,271,0.30131438,0.42950022
2610905,2026,1.7519132,18.631798,6.3859706,592,0.42455354,0.52181613
2611002,2026,1.5373797,22.795952,5.6606445,286,0.35561934,0.4717128
2611101,2026,1.5227072,22.944788,7.6053376,2007,0.3416336,0.4566027
2611200,2026,1.9498235,17.267118,6.3503876,571,0.49169132,0.58320165
2611309,2026,2.1336496,19.55556,5.3042235,200,0.5347975,0.63423735
2611408,2026,2.3035045,25.854763,5.3510695,209,0.56707084,0.69784045
2611507,2026,1.6830083,23.468557,5.461764,234,0.40532744,0.5030747
2611533,2026,1.9854753,22.48782,4.795734,119,0.49637344,0.5955954
2611606,2026,1.3497919,25.29701,9.390584,11974,0.26477894,0.40898645
2611705,2026,2.8000913,15.844102,4.6326056,101,0.6370759,0.8623984
2611804,2026,2.1661615,20.147686,5.0750165,158,0.5432048,0.64767665
2611903,2026,1.7281951,25.434292,6.097678,443,0.4363779,0.5103655
2612000,2026,2.0631304,27.79946,4.570441,95,0.477778,0.5732173
2612109,2026,1.7693639,16.118036,4.6029387,98,0.4386277,0.5454654
2612208,2026,1.5836779,23.652754,7.078474,1185,0.36633852,0.48636603
2612406,2026,1.6963794,19.961409,5.9578342,385,0.41163746,0.51746583
2612455,2026,2.260158,20.96202,5.1860533,177,0.56257963,0.69756675
2612471,2026,2.2975445,21.034721,5.4754047,237,0.57184374,0.70783484
2612505,2026,1.3355939,24.457077,7.1713424,1300,0.25744745,0.40482262
2612554,2026,2.2450936,18.835794,5.1362424,169,0.5576985,0.67278045
2612604,2026,1.909761,23.25098,5.1015925,163,0.4826873,0.5696945
2612703,2026,2.0793972,10.612403,5.508255,245,0.5241559,0.672911
2612802,2026,2.262599,19.976376,5.1499095,171,0.56245124,0.68801934
2613008,2026,1.5336366,18.928896,6.0099077,406,0.34362736,0.46320558
2613107,2026,1.4373579,19.5541,6.3347507,562,0.30619192,0.4419409
2613206,2026,1.5885954,25.648695,5.6569495,285,0.37243494,0.47436267
2613305,2026,2.256895,17.449326,4.6648836,105,0.56486803,0.6892023
2613404,2026,2.4019709,19.135536,4.9009786,133,0.5869843,0.7293055
2613503,2026,1.7904303,21.476744,5.505311,244,0.44501957,0.54451954
2613602,2026,1.625651,19.776146,6.007173,405,0.39021015,0.4912699
2613701,2026,1.5006171,21.70131,6.253211,518,0.33107135,0.4609921
2613800,2026,1.5259105,26.002625,5.6215653,275,0.34197986,0.46520495
2613909,2026,1.5630871,23.358555,5.9544806,384,0.35764983,0.468938
2614006,2026,1.6241951,21.66726,5.471112,236,0.39158708,0.48942792
2614105,2026,1.7193553,16.723375,5.7343235,308,0.42071015,0.51192665
2614204,2026,1.6417837,22.10366,5.3141165,202,0.37318265,0.48207405
2614303,2026,2.3366427,19.73003,5.088822,161,0.5600625,0.6854564
2614402,2026,1.9335248,21.452492,5.094095,162,0.48720083,0.5780386
2614501,2026,1.4278314,22.357775,5.932471,376,0.3079765,0.4426443
2614600,2026,1.9257331,13.037288,5.7934856,327,0.4703764,0.57982945
2614709,2026,2.502415,23.657087,4.714914,110,0.6003852,0.81397367
2614808,2026,1.7202766,24.825043,5.1742764,175,0.41646433,0.5101946
2614857,2026,2.1126654,22.469599,4.7740083,117,0.5317985,0.642548
2615003,2026,1.4531078,15.363589,5.848306,345,0.29461226,0.43772286
2615102,2026,1.9542598,25.972616,5.2299876,185,0.4917722,0.5969125
2615201,2026,1.8379321,22.563494,5.478562,238,0.4509231,0.56431895
2615300,2026,1.6959071,20.251904,6.4759207,648,0.40952882,0.50803393
2615409,2026,2.4779804,18.242239,5.9605756,386,0.5964484,0.74361247
2615508,2026,1.7938833,18.2381,5.8774786,355,0.4388056,0.545966
2615607,2026,1.6526848,20.02041,6.006754,405,0.41033572,0.49975562
2615706,2026,2.3044744,19.781485,4.877764,130,0.5710284,0.71645457
2615805,2026,2.3442395,16.373934,5.308078,200,0.5768776,0.716614
2615904,2026,2.6775632,13.2761965,5.377097,215,0.63000286,0.8396287
2616001,2026,2.1117787,20.003057,5.819238,335,0.52648765,0.6437346
2616100,2026,2.055382,22.201807,5.294723,198,0.520464,0.6194504
2616183,2026,2.4262447,15.923862,5.705664,299,0.59151214,0.77792406
2616209,2026,1.5189811,18.979235,6.3892703,594,0.34770867,0.48445594
2616308,2026,1.5981687,17.381529,5.572705,262,0.36963826,0.47992074
2616407,2026,1.490295,19.017876,7.0715823,1177,0.33130768,0.45092487
2616506,2026,1.6515762,27.689362,4.5532513,93,0.39458343,0.4953917
2700102,2026,1.9004416,16.800858,5.0006557,147,0.46556562,0.5734428
2700201,2026,1.6884675,14.5120535,4.0467596,56,0.41115147,0.5000047
2700300,2026,1.3594007,23.036001,8.272841,3915,0.27082825,0.41197255
2700409,2026,1.8754072,22.185253,5.265108,192,0.46723342,0.56656665
2700607,2026,1.8908036,26.754736,5.6059556,271,0.4711634,0.5691725
2700706,2026,1.7485198,23.023813,4.960097,141,0.419377,0.49832568
2700805,2026,2.4010549,29.928576,4.100195,59,0.5835236,0.7201899
2701001,2026,2.415183,27.333403,4.656899,104,0.5921606,0.75444144
2701100,2026,1.9341844,20.442568,4.8925095,132,0.4862234,0.5888969
2701209,2026,1.7221752,27.440434,4.870834,129,0.424573,0.5124384
2701308,2026,1.9244064,24.799831,4.3522973,76,0.47538632,0.56090236
2701407,2026,1.7477776,25.359571,5.171293,175,0.39344132,0.52431774
2701605,2026,1.9945621,23.292332,4.7900367,119,0.47154585,0.5714348
2701704,2026,1.9698848,25.621994,5.044071,154,0.47690618,0.5765772
2701803,2026,2.082379,12.501012,5.1637907,173,0.5198046,0.6256583
2702009,2026,1.5000737,27.531498,5.192417,178,0.3387234,0.4615196
2702108,2026,1.609754,20.892538,5.539013,253,0.38259777,0.4794848
2702207,2026,1.5438064,28.383587,4.915219,135,0.3580723,0.46602532
2702306,2026,1.5741221,28.959162,5.88077,357,0.36543941,0.47856075
2702355,2026,1.5399226,21.38345,4.942054,139,0.34667262,0.47462243
2702405,2026,1.5496271,26.147375,5.3769116,215,0.36264223,0.474113
2702603,2026,1.5588304,26.87813,5.3786016,215,0.35763177,0.47332895
2702801,2026,1.7853212,29.503277,4.615737,100,0.4262689,0.54103875
2702900,2026,1.4327478,22.59331,5.3589435,211,0.30713537,0.45021105
2703007,2026,2.2904744,25.856964,4.8868876,131,0.5660431,0.6790664
2703106,2026,2.5150876,23.73837,4.8638606,128,0.6008499,0.74396735
2703205,2026,2.1129498,27.214834,4.837042,125,0.53097725,0.63369143
2703304,2026,1.6962254,29.712173,6.0038686,403,0.38077173,0.4955934
2703403,2026,1.8557508,28.562382,4.5992126,98,0.46302643,0.55430806
2703601,2026,1.8009415,24.044386,5.040383,153,0.4500787,0.54958445
2703809,2026,1.5462477,29.006622,5.682668,292,0.35642365,0.4757744
2704005,2026,1.4237263,27.487677,5.773535,320,0.28899112,0.43699172
2704104,2026,1.8203027,31.590645,5.5245357,249,0.45836923,0.5644019
2704203,2026,1.4550418,24.660217,5.3650537,212,0.310964,0.44343904
2704302,2026,1.3814688,29.357523,8.706074,6038,0.28078416,0.4291819
2704401,2026,1.6796007,22.057068,5.502312,244,0.386359,0.48907816
2704500,2026,1.5626326,25.787838,5.976698,393,0.36029908,0.47183207
2704609,2026,4.059789,22.050718,4.92478,136,0.7536638,1.3264484
2704708,2026,1.5201912,26.672674,6.7814007,880,0.353199,0.4638176
2704807,2026,2.6470633,33.009495,4.8354573,124,0.6270523,0.8037472
2705002,2026,1.8268166,19.830372,6.198659,491,0.45665053,0.5541258
2705101,2026,1.6217391,26.132887,5.831893,340,0.39207128,0.5033554
2705200,2026,2.435428,29.307894,5.8243766,337,0.5895364,0.71895033
2705507,2026,1.4756914,25.253428,5.770143,319,0.3229908,0.45073965
2705606,2026,2.9342163,13.759766,4.0002832,53,0.65918565,0.9667215
2705705,2026,1.759465,26.365732,4.646221,103,0.43816155,0.5238275
2706000,2026,1.6610793,20.782787,5.080711,159,0.39880744,0.4976843
2706109,2026,1.3039824,14.367961,5.6095653,272,0.23705159,0.40024593
2706208,2026,2.8003886,15.478911,4.805851,121,0.6444634,0.8424345
2706307,2026,1.3462541,24.008215,7.062934,1166,0.2648111,0.40473184
2706406,2026,1.6424663,32.034515,5.212248,182,0.39510348,0.50802386
2706422,2026,1.7537217,21.524385,4.668609,105,0.4341575,0.53492033
2706448,2026,1.5639389,30.971014,4.3952503,80,0.3688428,0.47180235
2706703,2026,1.4680201,30.301155,6.868555,960,0.33054882,0.45371047
2706802,2026,1.8044109,24.062824,4.757107,115,0.43893713,0.5519954
2706901,2026,1.5612681,27.767286,5.448286,231,0.36114076,0.4829173
2707206,2026,1.4847685,10.040574,5.093891,162,0.3265856,0.4454456
2707305,2026,1.7485048,25.918514,5.3454785,208,0.43696573,0.5345118
2707404,2026,2.1962473,34.55231,5.346632,208,0.54469544,0.72464687
2707602,2026,2.7461228,18.652876,5.3469553,208,0.63367325,0.80084324
2707701,2026,1.4868388,27.582418,6.32181,555,0.32868892,0.45867318
2707800,2026,2.6011229,30.286497,4.7725415,117,0.61769736,0.7796226
2707909,2026,1.8596016,33.12147,5.503131,244,0.4622929,0.56767476
2708006,2026,1.4923693,23.032715,6.717276,825,0.3361324,0.4495989
2708105,2026,1.9466777,20.754448,5.4652486,235,0.4916157,0.5800987
2708303,2026,1.7905028,21.913284,5.246583,188,0.44649008,0.55846477
2708402,2026,1.651248,21.718092,4.405024,80,0.3996672,0.52090514
2708501,2026,1.6482013,27.743189,5.5222864,249,0.3530806,0.48561138
2708600,2026,1.5614295,28.51287,5.899337,363,0.36463043,0.4718783
2708709,2026,2.015839,25.168661,4.2064495,66,0.5039576,0.6320939
2708808,2026,1.5449326,25.33219,5.779723,322,0.36158308,0.46680766
2708907,2026,1.6271484,24.35932,5.0198894,150,0.39087132,0.50644284
2708956,2026,1.5578525,17.420244,4.8023167,120,0.36301038,0.48992956
2709103,2026,1.6551267,25.934948,5.3119764,201,0.37944517,0.49503127
2709152,2026,1.6993549,21.194412,5.655879,284,0.4178236,0.51181215
2709202,2026,1.5192447,26.801533,5.771649,320,0.33764103,0.462123
2709301,2026,1.4549356,26.285927,6.7592897,861,0.32342046,0.44503087
2709400,2026,1.5714704,26.777864,5.678246,291,0.36582956,0.48388386
2800209,2026,1.9652498,24.78932,4.576975,96,0.49119174,0.59029144
2800308,2026,1.3416723,27.054005,8.183953,3581,0.2613837,0.41532332
2800407,2026,1.5662075,30.540562,4.5398674,92,0.36665368,0.48528203
2800506,2026,1.6882958,17.774467,4.5631557,94,0.39965552,0.5068346
2800605,2026,1.5026947,25.445177,5.338858,207,0.33454996,0.45835125
2800670,2026,1.5337094,20.63531,4.678115,106,0.35700288,0.4514042
2800704,2026,2.6077666,29.896564,4.490761,88,0.6165312,0.860427
2801009,2026,1.7897867,29.075153,4.2964144,72,0.44132292,0.5412992
2801207,2026,1.8403075,13.040936,4.762998,116,0.45516425,0.5406302
2801405,2026,1.8535976,23.00103,5.0999937,163,0.4376959,0.52905357
2801504,2026,1.7446985,17.327335,4.351348,76,0.42688873,0.5323546
2801603,2026,2.1048715,34.999626,4.911262,134,0.52493465,0.6687512
2801702,2026,1.500098,34.999626,4.3112707,73,0.33809346,0.45878994
2801900,2026,2.3340573,23.939472,4.2660494,70,0.57157195,0.76926666
2802106,2026,1.4743042,27.083326,6.6085505,740,0.3263767,0.448186
2802403,2026,1.4594622,20.49214,4.4233246,82,0.31231162,0.44372764
2802908,2026,1.4955353,22.204233,5.86801,352,0.3364948,0.47057682
2803005,2026,1.5006087,24.959171,6.145423,465,0.33684942,0.46202183
2803203,2026,1.9237034,19.684849,4.6028223,98,0.48271608,0.56951314
2803401,2026,1.3962322,24.601637,4.2211804,67,0.28389615,0.420513
2803500,2026,1.4408526,24.826155,5.5032387,244,0.31285957,0.4396848
2803609,2026,1.4164066,29.699392,4.448028,84,0.2753485,0.42011762
2803807,2026,2.3416393,34.99963,4.004164,53,0.572959,0.70237064
2803906,2026,1.6309553,23.584974,5.0603294,156,0.39217463,0.49913764
2804102,2026,1.5045402,27.355314,4.5827775,96,0.33773276,0.45681542
2804201,2026,1.4928738,20.675724,4.9815016,144,0.30805618,0.45528504
2804409,2026,1.4890871,24.323982,5.115017,165,0.3352288,0.44978696
2804508,2026,1.3918065,26.234354,6.5773835,717,0.28849813,0.42321384
2804607,2026,1.9540391,21.206873,4.5826545,96,0.47659144,0.5791626
2804706,2026,2.8300705,20.805098,4.7747154,117,0.6466465,0.88585484
2804805,2026,1.448013,29.432716,5.69596,296,0.3121604,0.44035673
2805000,2026,4.078,18.071337,4.4290733,82,0.7547623,1.3244883
2805406,2026,2.4173837,28.776875,4.5911574,97,0.58633745,0.7785502
2805604,2026,1.5509526,34.999634,5.185581,177,0.35531464,0.4652149
2805703,2026,1.3802739,22.442024,6.393586,596,0.28234395,0.42891368
2805802,2026,1.8316426,11.116802,5.0188856,150,0.4285447,0.54563105
2806008,2026,2.5620086,30.795847,4.431431,83,0.6096836,0.7746329
2806107,2026,1.710732,24.864779,5.642981,281,0.4185496,0.5122647
2806206,2026,1.7578626,22.720007,4.3340755,75,0.43117943,0.5275116
2806701,2026,1.4782677,25.020735,6.279722,532,0.3290732,0.4473351
2806800,2026,2.181302,34.999626,4.4280243,82,0.5415768,0.66148
2807105,2026,1.6146853,22.056509,6.3044195,545,0.38380978,0.4841736
2807204,2026,1.3328838,34.99963,4.5927773,97,0.24987233,0.39983314
2807402,2026,1.5458966,24.940556,5.967497,389,0.36434665,0.46414062
2807600,2026,1.5339856,18.177998,4.9814944,144,0.34818625,0.5057013
2900108,2026,2.813861,23.996317,4.993859,146,0.64655674,0.85048497
2900207,2026,2.6521175,24.273748,6.5173697,675,0.62710756,0.81710535
2900306,2026,1.6784563,27.907145,5.3618555,212,0.4042761,0.50356597
2900355,2026,1.9403012,19.341002,5.2049217,181,0.48276603,0.5711071
2900405,2026,1.9606597,23.278318,5.2419972,188,0.49544394,0.58962405
2900504,2026,1.9653903,22.680002,5.3180623,202,0.49848434,0.5910901
2900603,2026,3.0393083,26.470507,4.659789,104,0.67096496,0.9116246
2900702,2026,1.4417357,27.574446,6.4285274,618,0.31016392,0.45016855
2900801,2026,1.613699,21.110594,5.5434694,254,0.37186432,0.49078336
2900900,2026,2.635449,26.223412,4.1878605,64,0.6205517,0.81061995
2901007,2026,1.9411865,20.74883,6.445489,628,0.48788506,0.5878233
2901106,2026,1.8576628,22.999369,5.917975,370,0.45989153,0.54675573
2901155,2026,1.882,21.751268,5.7459865,311,0.47465393,0.5731744
2901205,2026,2.3170056,12.455899,6.0629225,428,0.5719197,0.7320456
2901304,2026,1.8962737,18.718325,4.620137,100,0.4752198,0.5718775
2901353,2026,1.5337449,17.768707,4.989465,145,0.3472949,0.4580497
2901403,2026,1.8163857,21.142347,5.6348143,279,0.4464292,0.5421027
2901502,2026,1.5390387,24.945923,4.432954,83,0.3547948,0.49483746
2901601,2026,1.8790648,15.749825,5.407652,222,0.4707392,0.58126295
2901700,2026,2.489099,21.846394,4.8749104,129,0.6033244,0.7371768
2901809,2026,1.9812747,20.554848,4.425698,82,0.50213957,0.6059828
2901908,2026,1.95749,22.251585,4.504444,89,0.4891752,0.5873771
2901957,2026,2.2513344,21.655445,5.275523,194,0.55829144,0.6660247
2902005,2026,1.9909317,20.117441,6.0330634,415,0.50328684,0.5912461
2902054,2026,1.6669669,24.8965,4.727518,112,0.40017128,0.50052017
2902104,2026,1.4914578,24.20293,6.538198,690,0.33394837,0.44926524
2902302,2026,1.814591,25.97754,4.58461,96,0.44895783,0.54431427
2902401,2026,1.8403894,23.16436,4.54267,92,0.45667967,0.5524291
