geocode,graph_emb_0,graph_emb_1,graph_emb_2,graph_emb_3,graph_emb_4,graph_emb_5,graph_emb_6,graph_emb_7,graph_emb_8,graph_emb_9,graph_emb_10,graph_emb_11,graph_emb_12,graph_emb_13,graph_emb_14,graph_emb_15
1100189,-0.007373907365963054,0.009648871899187747,0.012957133699170368,0.014025286885856424,-0.017824403764673574,0.010715151081047564,0.007996395260183031,-0.02106963278260227,-0.010900521875125099,-8.410255496209849e-15,-2.7023683101388364e-15,-7.458918710364665e-16,-5.405770149951707e-15,-2.5024731181083593e-15,-1.1017844588881356e-15,-3.350237117660751e-15
1100205,-0.042590584816884554,-0.04204817853823732,-0.019218539159156642,-0.06955213700570648,-0.04501697540723649,-0.054936960230622056,0.006895003252224143,-0.05907480211376628,0.0004071220010767372,2.278842693846336e-15,7.505779150133573e-16,3.351828506821614e-15,1.6450077549884314e-14,8.505009405318633e-15,2.71623259765872e-15,-1.4950066564594625e-14
1100254,-0.011471106038775084,0.012593633227614469,-0.010659020206222891,0.013283711455415443,0.01544666856497794,0.004856451136991674,-0.0071289609855340295,0.011783029711412705,0.002180595793834202,-1.0656715250686289e-15,-3.079648269444948e-16,-1.041051590912639e-15,-4.922927915510614e-15,-2.4535883686191925e-15,-8.675329175183662e-16,4.934467455186959e-15
1100262,0.0011755099942029302,0.0012594807483314397,-0.0007124657843737667,-0.000454567811378223,-0.0003573797588513532,-0.0006811634104821805,-0.001252547148074424,0.0005103419486133182,-0.00042225765361570463,-1.417712698730618e-15,-1.1870100654306654e-16,9.34131457426083e-17,-5.614347145156422e-16,-3.092429440357992e-16,-8.741160316493685e-17,-7.079376594429933e-17
1100288,0.0015746812946494603,0.003075425739076491,-0.003411902067909986,0.004011659687501054,-0.007500997247354377,0.0007713034041181381,0.0010972175268400878,-0.006001650651175097,-0.0030958249538502567,-3.462551171463415e-15,-1.1016394849511616e-15,-3.061650068156276e-16,-1.9631199003207152e-15,-9.22265504116792e-16,-4.865332421491857e-16,-1.5189105223572146e-15
1100296,0.0015746812946494549,0.0030754257390764824,-0.003411902067909989,0.004011659687501035,-0.007500997247354396,0.0007713034041181378,0.0010972175268400847,-0.006001650651175094,-0.0030958249538502614,-3.3599494152519785e-15,-1.1324054247680611e-15,-2.9952608258724124e-16,-2.0638605275788197e-15,-9.51555034330252e-16,-4.457845462939921e-16,-1.4496726539069806e-15
1100320,-0.0021585063044584824,0.0006411515909558156,-0.012541607906892058,0.011913841953322216,-0.01687384202880396,-0.014791211634765126,-0.0011569144234765266,-0.004000423184728781,0.015924082965725107,-8.717706129219486e-15,-2.8875425564692076e-15,3.027030493083322e-17,-1.750116509532126e-15,-6.179193819453371e-16,-5.032032157224666e-16,-4.177230528060117e-15
1100338,-0.042590584816884505,-0.042048178538237405,-0.019218539159156597,-0.06955213700570648,-0.04501697540723645,-0.0549369602306221,0.006895003252224147,-0.059074802113766325,0.0004071220010767531,2.2706871519100547e-15,7.569016050470824e-16,3.353992638421786e-15,1.640919420854463e-14,8.486441050769495e-15,2.705396604931956e-15,-1.492845482241643e-14
1100403,0.0011755099942029295,0.0012594807483314408,-0.000712465784373766,-0.0004545678113782221,-0.0003573797588513492,-0.0006811634104821799,-0.0012525471480744244,0.0005103419486133177,-0.00042225765361570517,-1.4321175687262465e-15,-7.8983783951438e-17,5.844567331263444e-17,-5.841193889562506e-16,-3.481537280204968e-16,-1.319320721736549e-16,-6.383445999680338e-17
1100452,0.001175509994202929,0.0012594807483314338,-0.0007124657843737658,-0.00045456781137822276,-0.00035737975885134234,-0.0006811634104821796,-0.001252547148074427,0.0005103419486133165,-0.0004222576536157041,-1.3989439238509556e-15,-1.0236270701841183e-16,8.93787174642007e-17,-5.753607087069107e-16,-3.2674060346471235e-16,-1.0351770711323938e-16,-7.049923209122907e-17
1100502,-0.006592000236460667,-0.0008245062275641583,-0.0019356472363297522,0.0024952133883540616,-0.0023512107156213836,0.00019692353051214205,0.007818779069143817,-0.00456869606162609,0.0035623817587337107,-3.389861253724543e-16,-1.146347242151173e-16,6.49408519839091e-17,2.280238194738139e-16,1.596815526052063e-16,1.3655176961364186e-17,-6.415772139252055e-16
1100601,0.0011755099942029291,0.0012594807483314362,-0.0007124657843737659,-0.000454567811378223,-0.0003573797588513388,-0.0006811634104821802,-0.0012525471480744235,0.0005103419486133175,-0.00042225765361570474,-1.40924884972621e-15,-9.193832064334739e-17,7.668883710997216e-17,-5.860778518261456e-16,-3.394374579655279e-16,-1.183514138573111e-16,-6.905904246832252e-17
1100809,0.0011755099942029285,0.0012594807483314375,-0.0007124657843737665,-0.0004545678113782226,-0.00035737975885135096,-0.0006811634104821798,-0.001252547148074427,0.000510341948613317,-0.00042225765361570533,-1.3969395882283512e-15,-1.1912638176741957e-16,9.897911556176069e-17,-5.588691869539217e-16,-3.0427588319499187e-16,-8.635316861083677e-17,-6.620601052451562e-17
